date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:15:45	19100/19100	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:07%20GMT	https://adminlte.io/premium	C:/My%20Web%20Sites/web1/adminlte.io/premium.html	(from https://adminlte.io/docs/2.4/installation)
22:15:46	18193/18193	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:07%20GMT	https://adminlte.io/docs/2.4/dependencies	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/dependencies.html	(from https://adminlte.io/docs/2.4/installation)
22:15:46	20264/20264	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:08%20GMT	https://adminlte.io/docs/2.4/layout	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/layout.html	(from https://adminlte.io/docs/2.4/installation)
22:15:47	16238/16238	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:08%20GMT	https://adminlte.io/docs/2.4/main-header	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/main-header.html	(from https://adminlte.io/docs/2.4/installation)
22:15:47	14709/14709	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:09%20GMT	https://adminlte.io/docs/2.4/sidebar	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/sidebar.html	(from https://adminlte.io/docs/2.4/installation)
22:15:47	15733/15733	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:09%20GMT	https://adminlte.io/docs/2.4/control-sidebar	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/control-sidebar.html	(from https://adminlte.io/docs/2.4/installation)
22:15:48	23896/23896	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:09%20GMT	https://adminlte.io/docs/2.4/boxes	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/boxes.html	(from https://adminlte.io/docs/2.4/installation)
22:15:48	20230/20230	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:10%20GMT	https://adminlte.io/docs/2.4/info-box	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/info-box.html	(from https://adminlte.io/docs/2.4/installation)
22:15:48	34340/34340	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:10%20GMT	https://adminlte.io/docs/2.4/direct-chat	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/direct-chat.html	(from https://adminlte.io/docs/2.4/installation)
22:15:49	16012/16012	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:10%20GMT	https://adminlte.io/docs/2.4/js-layout	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-layout.html	(from https://adminlte.io/docs/2.4/installation)
22:15:49	16917/16917	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:11%20GMT	https://adminlte.io/docs/2.4/js-push-menu	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-push-menu.html	(from https://adminlte.io/docs/2.4/installation)
22:15:49	17083/17083	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:11%20GMT	https://adminlte.io/docs/2.4/js-tree	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-tree.html	(from https://adminlte.io/docs/2.4/installation)
22:15:50	16960/16960	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:11%20GMT	https://adminlte.io/docs/2.4/js-control-sidebar	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-control-sidebar.html	(from https://adminlte.io/docs/2.4/installation)
22:15:50	20924/20924	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:12%20GMT	https://adminlte.io/docs/2.4/js-box-widget	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-box-widget.html	(from https://adminlte.io/docs/2.4/installation)
22:15:50	18432/18432	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:12%20GMT	https://adminlte.io/docs/2.4/js-box-refresh	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-box-refresh.html	(from https://adminlte.io/docs/2.4/installation)
22:15:51	15959/15959	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:12%20GMT	https://adminlte.io/docs/2.4/js-todo-list	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/js-todo-list.html	(from https://adminlte.io/docs/2.4/installation)
22:15:51	14834/14834	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:13%20GMT	https://adminlte.io/docs/2.4/browser-support	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/browser-support.html	(from https://adminlte.io/docs/2.4/installation)
22:15:51	18360/18360	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:13%20GMT	https://adminlte.io/docs/2.4/upgrade-guide	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/upgrade-guide.html	(from https://adminlte.io/docs/2.4/installation)
22:15:52	16433/16433	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:13%20GMT	https://adminlte.io/docs/2.4/implementations	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/implementations.html	(from https://adminlte.io/docs/2.4/installation)
22:15:52	15306/15306	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:14%20GMT	https://adminlte.io/docs/2.4/faq	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/faq.html	(from https://adminlte.io/docs/2.4/installation)
22:15:53	15670/15670	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:14%20GMT	https://adminlte.io/docs/2.4/license	C:/My%20Web%20Sites/web1/adminlte.io/docs/2.4/license.html	(from https://adminlte.io/docs/2.4/installation)
22:15:53	3101/3101	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:15%20GMT	https://adminlte.io/adminlte-docs/{v}/dependencies	C:/My%20Web%20Sites/web1/adminlte.io/adminlte-docs/{v}/dependencies	(from https://adminlte.io/docs/2.4/installation)
22:15:54	62197/62197	---M--	200	added ('OK')	image/jpeg	etag:%225cf11338-f2f5%22	https://adminlte.io/uploads/images/frontpage/kero-html-pro-screenshot.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/frontpage/kero-html-pro-screenshot.jpg	(from https://adminlte.io/docs/2.4/installation)
22:15:54	86927/86927	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cff62c4-1538f%22	https://adminlte.io/themes/AdminLTE/bower_components/jquery/dist/jquery.min.js	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/jquery/dist/jquery.min.js	(from https://adminlte.io/docs/2.4/installation)
22:15:54	39680/39680	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cff6316-9b00%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/js/bootstrap.min.js	(from https://adminlte.io/docs/2.4/installation)
22:15:55	14711/14711	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cff7c42-3977%22	https://adminlte.io/themes/AdminLTE/dist/js/adminlte.min.js	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/dist/js/adminlte.min.js	(from https://adminlte.io/docs/2.4/installation)
22:15:55	452/452	---MCZ	200	added ('OK')	application/javascript	etag:W/%225909dd5f-1c4%22	https://adminlte.io/js/docs.js	C:/My%20Web%20Sites/web1/adminlte.io/js/docs.js	(from https://adminlte.io/docs/2.4/installation)
22:15:56	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225cff6317-4e9f%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.eot	(from https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/css/bootstrap.min.css)
22:15:56	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225cff6317-4e9f%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regulard41d.eot	(from https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/css/bootstrap.min.css)
22:15:56	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%225cff6317-466c%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2	(from https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/css/bootstrap.min.css)
22:15:57	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225cff6316-5b80%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.woff	(from https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/css/bootstrap.min.css)
22:15:57	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225cff6317-b15c%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.ttf	(from https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/css/bootstrap.min.css)
22:15:57	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225cff6317-1a8c2%22	https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/fonts/glyphicons-halflings-regular.svg	(from https://adminlte.io/themes/AdminLTE/bower_components/bootstrap/dist/css/bootstrap.min.css)
22:15:57	62917/62917	---M--	200	added ('OK')	image/png	etag:%225909dd5f-f5c5%22	https://adminlte.io/img/AdminLTE2.1.png?v=2	C:/My%20Web%20Sites/web1/adminlte.io/img/AdminLTE2.15e1f.png	(from https://adminlte.io/)
22:15:58	142466/142466	---MCZ	200	added ('OK')	text/css	etag:W/%225a1872fc-22c82%22	https://adminlte.io/css/theme.css?v=1.3	C:/My%20Web%20Sites/web1/adminlte.io/css/themee67d.css	(from https://adminlte.io/)
22:15:58	30269/30269	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:20%20GMT	https://adminlte.io/blog	C:/My%20Web%20Sites/web1/adminlte.io/blog.html	(from https://adminlte.io/)
22:15:58	444/444	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:20%20GMT	https://adminlte.io/download/AdminLTE-master	C:/My%20Web%20Sites/web1/adminlte.io/download/AdminLTE-master	(from https://adminlte.io/)
22:15:59	432/432	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:21%20GMT	https://adminlte.io/preview	C:/My%20Web%20Sites/web1/adminlte.io/preview	(from https://adminlte.io/)
22:15:59	67587/67587	---MCZ	200	added ('OK')	text/html	etag:W/%225cff618f-10803%22	https://adminlte.io/themes/AdminLTE/index2.html	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/index2.html	(from https://adminlte.io/)
22:16:00	58996/58996	---M--	200	added ('OK')	image/jpeg	etag:%225cf1142d-e674%22	https://adminlte.io/uploads/images/frontpage/architectui-html-screenshot.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/frontpage/architectui-html-screenshot.jpg	(from https://adminlte.io/)
22:16:00	65809/65809	---M--	200	added ('OK')	image/jpeg	etag:%225cf114db-10111%22	https://adminlte.io/uploads/images/frontpage/architectui-vue-pro-screenshot.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/frontpage/architectui-vue-pro-screenshot.jpg	(from https://adminlte.io/)
22:16:00	50426/50426	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:22%20GMT	https://adminlte.io/blog/free-admin-panels	C:/My%20Web%20Sites/web1/adminlte.io/blog/free-admin-panels.html	(from https://adminlte.io/)
22:16:01	110528/110528	---M--	200	added ('OK')	image/jpeg	etag:%225cdeac28-1afc0%22	https://adminlte.io/uploads/images/free-admin-panel-templates.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/free-admin-panel-templates.jpg	(from https://adminlte.io/)
22:16:01	56120/56120	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:23%20GMT	https://adminlte.io/blog/bootstrap-admin-panels	C:/My%20Web%20Sites/web1/adminlte.io/blog/bootstrap-admin-panels.html	(from https://adminlte.io/)
22:16:01	102058/102058	---M--	200	added ('OK')	image/jpeg	etag:%225ce2b4ba-18eaa%22	https://adminlte.io/uploads/images/bootstrap-admin-panels.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/bootstrap-admin-panels.jpg	(from https://adminlte.io/)
22:16:02	54880/54880	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:23%20GMT	https://adminlte.io/blog/react-bootstrap-templates	C:/My%20Web%20Sites/web1/adminlte.io/blog/react-bootstrap-templates.html	(from https://adminlte.io/)
22:16:02	22206/22206	---M--	200	added ('OK')	image/png	etag:%225cdeaf28-56be%22	https://adminlte.io/uploads/images/react-ui-frameworks.png	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/react-ui-frameworks.png	(from https://adminlte.io/)
22:16:03	15980/15980	---M--	200	added ('OK')	image/jpeg	etag:%225909dd5f-3e6c%22	https://adminlte.io/img/profile_pic.jpg	C:/My%20Web%20Sites/web1/adminlte.io/img/profile_pic.jpg	(from https://adminlte.io/)
22:16:03	20629/20629	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:25%20GMT	https://adminlte.io/about	C:/My%20Web%20Sites/web1/adminlte.io/about.html	(from https://adminlte.io/)
22:16:04	20899/20899	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jun%202019%2016:46:25%20GMT	https://adminlte.io/privacy	C:/My%20Web%20Sites/web1/adminlte.io/privacy.html	(from https://adminlte.io/)
22:16:06	84355/84355	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd497c-14983%22	http://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	C:/My%20Web%20Sites/web1/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	(from https://adminlte.io/)
22:16:06	35601/35601	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4aab-8b11%22	http://cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/3.3.1/js/bootstrap.min.js	C:/My%20Web%20Sites/web1/cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/3.3.1/js/bootstrap.min.js	(from https://adminlte.io/)
22:16:07	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d89d42ee0bcec2bcf05a9bc78e27c52%22	http://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/web1/connect.facebook.net/en_US/sdk.js	(from https://adminlte.io/)
22:16:07	1567/1567	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a187379-61f%22	https://adminlte.io/js/app.js	C:/My%20Web%20Sites/web1/adminlte.io/js/app.js	(from https://adminlte.io/)
22:16:07	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%225cff62f0-7918%22	https://adminlte.io/themes/AdminLTE/bower_components/font-awesome/css/font-awesome.min.css	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/font-awesome/css/font-awesome.min.css	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:07	51284/51284	---MCZ	200	added ('OK')	text/css	etag:W/%225cff6271-c854%22	https://adminlte.io/themes/AdminLTE/bower_components/Ionicons/css/ionicons.min.css	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/Ionicons/css/ionicons.min.css	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:08	91729/91729	---MCZ	200	added ('OK')	text/css	etag:W/%225cff7c41-16651%22	https://adminlte.io/themes/AdminLTE/dist/css/AdminLTE.min.css	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/dist/css/AdminLTE.min.css	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:08	41635/41635	---MCZ	200	added ('OK')	text/css	etag:W/%225cff7c49-a2a3%22	https://adminlte.io/themes/AdminLTE/dist/css/skins/_all-skins.min.css	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/dist/css/skins/_all-skins.min.css	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:09	3463/3463	---MCZ	200	added ('OK')	text/css	etag:W/%225cff6193-d87%22	https://adminlte.io/themes/AdminLTE/documentation/style.css	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/documentation/style.css	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:09	444/444	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:31%20GMT	https://adminlte.io/download/AdminLTE-dist	C:/My%20Web%20Sites/web1/adminlte.io/download/AdminLTE-dist	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:09	444/444	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:31%20GMT	https://adminlte.io/download/AdminLTE	C:/My%20Web%20Sites/web1/adminlte.io/download/AdminLTE	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:10	15565/15565	---MCZ	200	added ('OK')	text/html	etag:W/%225cff6191-3ccd%22	https://adminlte.io/themes/AdminLTE/starter.html	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/starter.html	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:10	3049/3049	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:32%20GMT	https://adminlte.io/themes/AdminLTE/documentation/index2.html	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/documentation/index2.html	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:10	7070/7070	---M--	200	added ('OK')	image/jpeg	etag:%225cff7c43-1b9e%22	https://adminlte.io/themes/AdminLTE/dist/img/user2-160x160.jpg	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/dist/img/user2-160x160.jpg	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:11	3064/3064	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:32%20GMT	https://adminlte.io/themes/index2.html	C:/My%20Web%20Sites/web1/adminlte.io/themes/index2.html	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:11	2879/2879	---M--	200	added ('OK')	image/jpeg	etag:%225cff7c43-b3f%22	https://adminlte.io/themes/AdminLTE/dist/img/user1-128x128.jpg	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/dist/img/user1-128x128.jpg	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:11	3511/3511	---M--	200	added ('OK')	image/jpeg	etag:%225cff7c43-db7%22	https://adminlte.io/themes/AdminLTE/dist/img/user3-128x128.jpg	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/dist/img/user3-128x128.jpg	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:12	3054/3054	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:33%20GMT	https://adminlte.io/themes/AdminLTE/plugins/fastclick/fastclick.min.js	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/plugins/fastclick/fastclick.min.js	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:12	4724/4724	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cff61b9-1274%22	https://adminlte.io/themes/AdminLTE/bower_components/jquery-slimscroll/jquery.slimscroll.min.js	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/bower_components/jquery-slimscroll/jquery.slimscroll.min.js	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:13	1587/1587	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:35%20GMT	https://google-code-prettify.googlecode.com/svn/loader/run_prettify.js	C:/My%20Web%20Sites/web1/google-code-prettify.googlecode.com/svn/loader/run_prettify.51.delayed	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:13	1726/1726	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cff6193-6be%22	https://adminlte.io/themes/AdminLTE/documentation/docs.js	C:/My%20Web%20Sites/web1/adminlte.io/themes/AdminLTE/documentation/docs.js	(from https://adminlte.io/themes/AdminLTE/documentation/index.html)
22:16:14	161454/161454	---M--	200	added ('OK')	image/jpeg	etag:%2259c67108-276ae%22	https://adminlte.io/uploads/images/free_templates/now_ui_kit.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/free_templates/now_ui_kit.jpg	(from https://adminlte.io/premium)
22:16:15	91167/91167	---M--	200	added ('OK')	image/png	etag:%225c4e176c-1641f%22	https://adminlte.io/uploads/images/themequarry/datta-able.png	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/themequarry/datta-able.png	(from https://adminlte.io/premium)
22:16:15	183176/183176	---M--	200	added ('OK')	image/jpeg	etag:%2259c68a45-2cb88%22	https://adminlte.io/uploads/images/material_design_pro_dashboard.jpg	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/material_design_pro_dashboard.jpg	(from https://adminlte.io/premium)
22:16:17	74441/74441	---M--	200	added ('OK')	image/png	etag:%225a1983d7-122c9%22	https://adminlte.io/uploads/images/themequarry/appzia.png	C:/My%20Web%20Sites/web1/adminlte.io/uploads/images/themequarry/appzia.png	(from https://adminlte.io/premium)
22:16:19	55910/55910	---M--	200	added ('OK')	image/png	etag:%22595b0b78-da66%22	https://themequarry.com/storage/images/approved/ASFEDAA8_v1.2.0_595b0b787d2e5.png	C:/My%20Web%20Sites/web1/themequarry.com/storage/images/approved/ASFEDAA8_v1.2.0_595b0b787d2e5.png	(from https://adminlte.io/premium)
22:16:19	408/408	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:41%20GMT	https://adminlte.io/docs/js-push-menu	C:/My%20Web%20Sites/web1/adminlte.io/docs/js-push-menu	(from https://adminlte.io/docs/2.4/sidebar)
22:16:19	432/432	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:41%20GMT	https://adminlte.io/docs/js-control-sidebar	C:/My%20Web%20Sites/web1/adminlte.io/docs/js-control-sidebar	(from https://adminlte.io/docs/2.4/control-sidebar)
22:16:20	380/380	---MC-	302	error ('Found')	text/html	date:Thu,%2013%20Jun%202019%2016:46:42%20GMT	https://adminlte.io/docs/boxes	C:/My%20Web%20Sites/web1/adminlte.io/docs/boxes	(from https://adminlte.io/docs/2.4/js-box-widget)
